"","Entity","Code","Year","Annual.precipitation"
"1","American Samoa","ASM",1940,2582.8018
"2","American Samoa","ASM",1941,3576.4675
"3","American Samoa","ASM",1942,2255.6248
"4","American Samoa","ASM",1943,1870.6226
"5","American Samoa","ASM",1944,2246.8262
"6","American Samoa","ASM",1945,2193.1218
"7","American Samoa","ASM",1946,2220.7756
"8","American Samoa","ASM",1947,2615.7952
"9","American Samoa","ASM",1948,2426.796
"10","American Samoa","ASM",1949,1878.7852
"11","American Samoa","ASM",1950,1723.4554
"12","American Samoa","ASM",1951,2165.9976
"13","American Samoa","ASM",1952,3165.9106
"14","American Samoa","ASM",1953,2469.2974
"15","American Samoa","ASM",1954,2108.5786
"16","American Samoa","ASM",1955,2222.224
"17","American Samoa","ASM",1956,2043.9377
"18","American Samoa","ASM",1957,3019.8164
"19","American Samoa","ASM",1958,2914.6738
"20","American Samoa","ASM",1959,2841.8828
"21","American Samoa","ASM",1960,2865.3394
"22","American Samoa","ASM",1961,2322.832
"23","American Samoa","ASM",1962,2698.5835
"24","American Samoa","ASM",1963,2214.4165
"25","American Samoa","ASM",1964,2707.5547
"26","American Samoa","ASM",1965,2279.0088
"27","American Samoa","ASM",1966,2309.3567
"28","American Samoa","ASM",1967,2553.0645
"29","American Samoa","ASM",1968,2022.0385
"30","American Samoa","ASM",1969,1769.2441
"31","American Samoa","ASM",1970,2306.5957
"32","American Samoa","ASM",1971,2073.2573
"33","American Samoa","ASM",1972,2277.6355
"34","American Samoa","ASM",1973,3201.0146
"35","American Samoa","ASM",1974,1884.2115
"36","American Samoa","ASM",1975,1974.8878
"37","American Samoa","ASM",1976,2112.7043
"38","American Samoa","ASM",1977,2177.6084
"39","American Samoa","ASM",1978,3180.9512
"40","American Samoa","ASM",1979,1994.833
"41","American Samoa","ASM",1980,2060.4
"42","American Samoa","ASM",1981,2556.7493
"43","American Samoa","ASM",1982,1900.1998
"44","American Samoa","ASM",1983,1703.7296
"45","American Samoa","ASM",1984,2511.9324
"46","American Samoa","ASM",1985,1971.1991
"47","American Samoa","ASM",1986,2517.7173
"48","American Samoa","ASM",1987,1937.6373
"49","American Samoa","ASM",1988,2767.2559
"50","American Samoa","ASM",1989,2145.607
"51","American Samoa","ASM",1990,2257.76
"52","American Samoa","ASM",1991,2357.712
"53","American Samoa","ASM",1992,2198.0105
"54","American Samoa","ASM",1993,2210.2021
"55","American Samoa","ASM",1994,2621.314
"56","American Samoa","ASM",1995,2689.4587
"57","American Samoa","ASM",1996,2670.9329
"58","American Samoa","ASM",1997,2204.8435
"59","American Samoa","ASM",1998,1765.4896
"60","American Samoa","ASM",1999,2487.1692
"61","American Samoa","ASM",2000,2203.249
"62","American Samoa","ASM",2001,2771.803
"63","American Samoa","ASM",2002,2395.4333
"64","American Samoa","ASM",2003,2818.6455
"65","American Samoa","ASM",2004,2282.7883
"66","American Samoa","ASM",2005,2590.8813
"67","American Samoa","ASM",2006,3362.1445
"68","American Samoa","ASM",2007,3327.3755
"69","American Samoa","ASM",2008,2525.9495
"70","American Samoa","ASM",2009,2241.5132
"71","American Samoa","ASM",2010,2727.9854
"72","American Samoa","ASM",2011,2369.8025
"73","American Samoa","ASM",2012,2674.3115
"74","American Samoa","ASM",2013,2718.9216
"75","American Samoa","ASM",2014,2636.4995
"76","American Samoa","ASM",2015,2454.2407
"77","American Samoa","ASM",2016,2685.0376
"78","American Samoa","ASM",2017,2948.183
"79","American Samoa","ASM",2018,2898.1572
"80","American Samoa","ASM",2019,2451.5457
"81","American Samoa","ASM",2020,3319.2883
"82","American Samoa","ASM",2021,2049.9688
"83","American Samoa","ASM",2022,2129.22
"84","American Samoa","ASM",2023,2391.7676
"85","Andorra","AND",1940,899.67535
"86","Andorra","AND",1941,713.31024
"87","Andorra","AND",1942,847.24713
"88","Andorra","AND",1943,953.0392
"89","Andorra","AND",1944,867.1007
"90","Andorra","AND",1945,774.51324
"91","Andorra","AND",1946,857.9197
"92","Andorra","AND",1947,913.88513
"93","Andorra","AND",1948,861.742
"94","Andorra","AND",1949,806.76746
"95","Andorra","AND",1950,826.71545
"96","Andorra","AND",1951,1083.312
"97","Andorra","AND",1952,899.1509
"98","Andorra","AND",1953,776.14496
"99","Andorra","AND",1954,919.44507
"100","Andorra","AND",1955,920.372
"101","Andorra","AND",1956,881.691
"102","Andorra","AND",1957,858.8743
"103","Andorra","AND",1958,895.1311
"104","Andorra","AND",1959,1080.3528
"105","Andorra","AND",1960,1121.4647
"106","Andorra","AND",1961,794.39734
"107","Andorra","AND",1962,932.83655
"108","Andorra","AND",1963,1000.35095
"109","Andorra","AND",1964,849.53595
"110","Andorra","AND",1965,1150.5232
"111","Andorra","AND",1966,983.14856
"112","Andorra","AND",1967,949.58496
"113","Andorra","AND",1968,1013.3991
"114","Andorra","AND",1969,1165.392
"115","Andorra","AND",1970,971.0836
"116","Andorra","AND",1971,1158.1956
"117","Andorra","AND",1972,1277.8959
"118","Andorra","AND",1973,932.4846
"119","Andorra","AND",1974,1148.3335
"120","Andorra","AND",1975,919.08167
"121","Andorra","AND",1976,1035.224
"122","Andorra","AND",1977,1117.4489
"123","Andorra","AND",1978,958.17944
"124","Andorra","AND",1979,1107.8053
"125","Andorra","AND",1980,1077.1694
"126","Andorra","AND",1981,1110.8589
"127","Andorra","AND",1982,1104.4407
"128","Andorra","AND",1983,800.7784
"129","Andorra","AND",1984,936.842
"130","Andorra","AND",1985,888.4335
"131","Andorra","AND",1986,918.169
"132","Andorra","AND",1987,1040.0658
"133","Andorra","AND",1988,866.5905
"134","Andorra","AND",1989,797.4825
"135","Andorra","AND",1990,904.0699
"136","Andorra","AND",1991,841.78827
"137","Andorra","AND",1992,1111.6973
"138","Andorra","AND",1993,845.1414
"139","Andorra","AND",1994,843.5249
"140","Andorra","AND",1995,970.562
"141","Andorra","AND",1996,1216.6423
"142","Andorra","AND",1997,885.68494
"143","Andorra","AND",1998,903.27454
"144","Andorra","AND",1999,912.49274
"145","Andorra","AND",2000,847.94714
"146","Andorra","AND",2001,794.0216
"147","Andorra","AND",2002,1100.8854
"148","Andorra","AND",2003,1122.6177
"149","Andorra","AND",2004,877.53296
"150","Andorra","AND",2005,932.43695
"151","Andorra","AND",2006,760.8566
"152","Andorra","AND",2007,804.677
"153","Andorra","AND",2008,1138.054
"154","Andorra","AND",2009,995.1706
"155","Andorra","AND",2010,977.2682
"156","Andorra","AND",2011,882.8163
"157","Andorra","AND",2012,876.6279
"158","Andorra","AND",2013,1236.5055
"159","Andorra","AND",2014,1093.6527
"160","Andorra","AND",2015,887.8727
"161","Andorra","AND",2016,915.35
"162","Andorra","AND",2017,929.63794
"163","Andorra","AND",2018,1262.7611
"164","Andorra","AND",2019,950.49475
"165","Andorra","AND",2020,1088.4905
"166","Andorra","AND",2021,935.5659
"167","Andorra","AND",2022,867.36487
"168","Andorra","AND",2023,961.77576
"169","Anguilla","AIA",1940,1280.9163
"170","Anguilla","AIA",1941,1236.5475
"171","Anguilla","AIA",1942,1369.401
"172","Anguilla","AIA",1943,835.7687
"173","Anguilla","AIA",1944,902.3819
"174","Anguilla","AIA",1945,1018.77783
"175","Anguilla","AIA",1946,834.4784
"176","Anguilla","AIA",1947,876.2188
"177","Anguilla","AIA",1948,1223.5795
"178","Anguilla","AIA",1949,892.59717
"179","Anguilla","AIA",1950,858.2649
"180","Anguilla","AIA",1951,944.49615
"181","Anguilla","AIA",1952,692.297
"182","Anguilla","AIA",1953,661.1824
"183","Anguilla","AIA",1954,894.515
"184","Anguilla","AIA",1955,831.77563
"185","Anguilla","AIA",1956,648.9668
"186","Anguilla","AIA",1957,693.5415
"187","Anguilla","AIA",1958,821.7907
"188","Anguilla","AIA",1959,662.26575
"189","Anguilla","AIA",1960,868.4816
"190","Anguilla","AIA",1961,934.721
"191","Anguilla","AIA",1962,766.01984
"192","Anguilla","AIA",1963,754.74927
"193","Anguilla","AIA",1964,657.18744
"194","Anguilla","AIA",1965,787.14655
"195","Anguilla","AIA",1966,709.69006
"196","Anguilla","AIA",1967,605.5508
"197","Anguilla","AIA",1968,576.7355
"198","Anguilla","AIA",1969,922.32324
"199","Anguilla","AIA",1970,880.4121
"200","Anguilla","AIA",1971,674.3298
"201","Anguilla","AIA",1972,759.1543
"202","Anguilla","AIA",1973,853.05023
"203","Anguilla","AIA",1974,970.77655
"204","Anguilla","AIA",1975,781.682
"205","Anguilla","AIA",1976,728.11414
"206","Anguilla","AIA",1977,836.59937
"207","Anguilla","AIA",1978,806.56055
"208","Anguilla","AIA",1979,990.4995
"209","Anguilla","AIA",1980,647.3989
"210","Anguilla","AIA",1981,1067.3733
"211","Anguilla","AIA",1982,901.6237
"212","Anguilla","AIA",1983,952.693
"213","Anguilla","AIA",1984,981.8783
"214","Anguilla","AIA",1985,812.9816
"215","Anguilla","AIA",1986,821.9795
"216","Anguilla","AIA",1987,1270.5441
"217","Anguilla","AIA",1988,679.07904
"218","Anguilla","AIA",1989,804.62646
"219","Anguilla","AIA",1990,797.9136
"220","Anguilla","AIA",1991,681.1991
"221","Anguilla","AIA",1992,845.5115
"222","Anguilla","AIA",1993,720.67163
"223","Anguilla","AIA",1994,528.3842
"224","Anguilla","AIA",1995,1013.1168
"225","Anguilla","AIA",1996,980.5508
"226","Anguilla","AIA",1997,794.0216
"227","Anguilla","AIA",1998,995.17346
"228","Anguilla","AIA",1999,1449.1224
"229","Anguilla","AIA",2000,668.23676
"230","Anguilla","AIA",2001,681.1008
"231","Anguilla","AIA",2002,665.8478
"232","Anguilla","AIA",2003,995.43
"233","Anguilla","AIA",2004,1011.5881
"234","Anguilla","AIA",2005,1165.3815
"235","Anguilla","AIA",2006,908.2813
"236","Anguilla","AIA",2007,975.99316
"237","Anguilla","AIA",2008,970.068
"238","Anguilla","AIA",2009,809.4664
"239","Anguilla","AIA",2010,1402.9941
"240","Anguilla","AIA",2011,1269.9395
"241","Anguilla","AIA",2012,895.4325
"242","Anguilla","AIA",2013,947.05774
"243","Anguilla","AIA",2014,939.0221
"244","Anguilla","AIA",2015,585.4416
"245","Anguilla","AIA",2016,940.70435
"246","Anguilla","AIA",2017,1156.1832
"247","Anguilla","AIA",2018,703.6123
"248","Anguilla","AIA",2019,710.78015
"249","Anguilla","AIA",2020,838.1157
"250","Anguilla","AIA",2021,673.8062
"251","Anguilla","AIA",2022,904.4542
"252","Anguilla","AIA",2023,988.83154
"253","Cayman Islands","CYM",1940,655.2792
"254","Cayman Islands","CYM",1941,645.36285
"255","Cayman Islands","CYM",1942,945.65967
"256","Cayman Islands","CYM",1943,828.4397
"257","Cayman Islands","CYM",1944,1337.1973
"258","Cayman Islands","CYM",1945,899.61816
"259","Cayman Islands","CYM",1946,738.1897
"260","Cayman Islands","CYM",1947,763.8741
"261","Cayman Islands","CYM",1948,1250.1907
"262","Cayman Islands","CYM",1949,837.2545
"263","Cayman Islands","CYM",1950,1000.8325
"264","Cayman Islands","CYM",1951,792.3555
"265","Cayman Islands","CYM",1952,959.5327
"266","Cayman Islands","CYM",1953,1089.2697
"267","Cayman Islands","CYM",1954,1034.9807
"268","Cayman Islands","CYM",1955,846.80365
"269","Cayman Islands","CYM",1956,541.3647
"270","Cayman Islands","CYM",1957,826.9482
"271","Cayman Islands","CYM",1958,1131.2676
"272","Cayman Islands","CYM",1959,900.97424
"273","Cayman Islands","CYM",1960,1097.599
"274","Cayman Islands","CYM",1961,1177.4712
"275","Cayman Islands","CYM",1962,751.1444
"276","Cayman Islands","CYM",1963,1002.6398
"277","Cayman Islands","CYM",1964,1349.6284
"278","Cayman Islands","CYM",1965,786.8986
"279","Cayman Islands","CYM",1966,1310.8473
"280","Cayman Islands","CYM",1967,881.86456
"281","Cayman Islands","CYM",1968,1217.3367
"282","Cayman Islands","CYM",1969,1221.4155
"283","Cayman Islands","CYM",1970,1008.996
"284","Cayman Islands","CYM",1971,1098.6814
"285","Cayman Islands","CYM",1972,1183.7301
"286","Cayman Islands","CYM",1973,1025.8064
"287","Cayman Islands","CYM",1974,829.833
"288","Cayman Islands","CYM",1975,749.80927
"289","Cayman Islands","CYM",1976,912.9152
"290","Cayman Islands","CYM",1977,1112.9723
"291","Cayman Islands","CYM",1978,1227.0432
"292","Cayman Islands","CYM",1979,1229.6658
"293","Cayman Islands","CYM",1980,1008.77954
"294","Cayman Islands","CYM",1981,959.21136
"295","Cayman Islands","CYM",1982,763.7758
"296","Cayman Islands","CYM",1983,1021.08575
"297","Cayman Islands","CYM",1984,734.5333
"298","Cayman Islands","CYM",1985,732.3303
"299","Cayman Islands","CYM",1986,819.49615
"300","Cayman Islands","CYM",1987,800.29297
"301","Cayman Islands","CYM",1988,1120.5922
"302","Cayman Islands","CYM",1989,615.9277
"303","Cayman Islands","CYM",1990,949.2569
"304","Cayman Islands","CYM",1991,728.5185
"305","Cayman Islands","CYM",1992,666.9044
"306","Cayman Islands","CYM",1993,947.3209
"307","Cayman Islands","CYM",1994,795.36914
"308","Cayman Islands","CYM",1995,912.99725
"309","Cayman Islands","CYM",1996,1117.9695
"310","Cayman Islands","CYM",1997,678.7128
"311","Cayman Islands","CYM",1998,863.25073
"312","Cayman Islands","CYM",1999,1168.9644
"313","Cayman Islands","CYM",2000,892.6001
"314","Cayman Islands","CYM",2001,967.12683
"315","Cayman Islands","CYM",2002,1417.6826
"316","Cayman Islands","CYM",2003,728.98486
"317","Cayman Islands","CYM",2004,621.9311
"318","Cayman Islands","CYM",2005,1323.8553
"319","Cayman Islands","CYM",2006,935.77954
"320","Cayman Islands","CYM",2007,1185.0233
"321","Cayman Islands","CYM",2008,1230.0072
"322","Cayman Islands","CYM",2009,751.132
"323","Cayman Islands","CYM",2010,1162.9886
"324","Cayman Islands","CYM",2011,1033.2689
"325","Cayman Islands","CYM",2012,1031.7268
"326","Cayman Islands","CYM",2013,908.98895
"327","Cayman Islands","CYM",2014,769.32715
"328","Cayman Islands","CYM",2015,725.32654
"329","Cayman Islands","CYM",2016,745.2488
"330","Cayman Islands","CYM",2017,1195.0198
"331","Cayman Islands","CYM",2018,854.2347
"332","Cayman Islands","CYM",2019,798.0604
"333","Cayman Islands","CYM",2020,1321.9442
"334","Cayman Islands","CYM",2021,781.8546
"335","Cayman Islands","CYM",2022,778.4548
"336","Cayman Islands","CYM",2023,824.77856
"337","Cook Islands","COK",1940,1705.5854
"338","Cook Islands","COK",1941,1463.0833
"339","Cook Islands","COK",1942,2676.4175
"340","Cook Islands","COK",1943,1591.2495
"341","Cook Islands","COK",1944,1376.853
"342","Cook Islands","COK",1945,1630.5361
"343","Cook Islands","COK",1946,1697.1816
"344","Cook Islands","COK",1947,2331.9873
"345","Cook Islands","COK",1948,1855.3925
"346","Cook Islands","COK",1949,1457.0637
"347","Cook Islands","COK",1950,1687.9272
"348","Cook Islands","COK",1951,1974.4625
"349","Cook Islands","COK",1952,1713.7566
"350","Cook Islands","COK",1953,1626.2607
"351","Cook Islands","COK",1954,2285.697
"352","Cook Islands","COK",1955,2242.9255
"353","Cook Islands","COK",1956,1928.5564
"354","Cook Islands","COK",1957,1938.1781
"355","Cook Islands","COK",1958,1408.7782
"356","Cook Islands","COK",1959,2020.0463
"357","Cook Islands","COK",1960,1813.303
"358","Cook Islands","COK",1961,1495.0391
"359","Cook Islands","COK",1962,2205.5664
"360","Cook Islands","COK",1963,1577.0511
"361","Cook Islands","COK",1964,1982.6298
"362","Cook Islands","COK",1965,1754.9886
"363","Cook Islands","COK",1966,1584.6425
"364","Cook Islands","COK",1967,2011.0588
"365","Cook Islands","COK",1968,1706.1272
"366","Cook Islands","COK",1969,1418.0793
"367","Cook Islands","COK",1970,1653.697
"368","Cook Islands","COK",1971,1331.6536
"369","Cook Islands","COK",1972,1458.4875
"370","Cook Islands","COK",1973,1745.0914
"371","Cook Islands","COK",1974,2173.5574
"372","Cook Islands","COK",1975,1509.0732
"373","Cook Islands","COK",1976,1739.4381
"374","Cook Islands","COK",1977,1884.8667
"375","Cook Islands","COK",1978,1964.2449
"376","Cook Islands","COK",1979,1463.3846
"377","Cook Islands","COK",1980,1640.6688
"378","Cook Islands","COK",1981,2166.2598
"379","Cook Islands","COK",1982,1070.8999
"380","Cook Islands","COK",1983,1177.1718
"381","Cook Islands","COK",1984,1644.0983
"382","Cook Islands","COK",1985,1724.535
"383","Cook Islands","COK",1986,1983.5148
"384","Cook Islands","COK",1987,1661.4895
"385","Cook Islands","COK",1988,2356.1782
"386","Cook Islands","COK",1989,1873.1041
"387","Cook Islands","COK",1990,1508.2445
"388","Cook Islands","COK",1991,1717.5265
"389","Cook Islands","COK",1992,1258.8358
"390","Cook Islands","COK",1993,1340.8699
"391","Cook Islands","COK",1994,1709.0293
"392","Cook Islands","COK",1995,1727.0375
"393","Cook Islands","COK",1996,1509.4662
"394","Cook Islands","COK",1997,1349.8975
"395","Cook Islands","COK",1998,1009.0675
"396","Cook Islands","COK",1999,2181.4326
"397","Cook Islands","COK",2000,1664.7777
"398","Cook Islands","COK",2001,1487.2379
"399","Cook Islands","COK",2002,1311.0447
"400","Cook Islands","COK",2003,1986.8469
"401","Cook Islands","COK",2004,1467.7001
"402","Cook Islands","COK",2005,1833.5686
"403","Cook Islands","COK",2006,2286.9302
"404","Cook Islands","COK",2007,1758.5745
"405","Cook Islands","COK",2008,1749.0615
"406","Cook Islands","COK",2009,2003.1843
"407","Cook Islands","COK",2010,1674.9
"408","Cook Islands","COK",2011,1763.3647
"409","Cook Islands","COK",2012,1540.5226
"410","Cook Islands","COK",2013,1119.5508
"411","Cook Islands","COK",2014,1571.8193
"412","Cook Islands","COK",2015,1671.6881
"413","Cook Islands","COK",2016,1619.7319
"414","Cook Islands","COK",2017,1771.5369
"415","Cook Islands","COK",2018,1916.8262
"416","Cook Islands","COK",2019,1756.6681
"417","Cook Islands","COK",2020,1966.0815
"418","Cook Islands","COK",2021,1881.7396
"419","Cook Islands","COK",2022,2037.2
"420","Cook Islands","COK",2023,1746.6365
"421","Falkland Islands","FLK",1940,618.2585
"422","Falkland Islands","FLK",1941,643.5797
"423","Falkland Islands","FLK",1942,616.5722
"424","Falkland Islands","FLK",1943,635.4778
"425","Falkland Islands","FLK",1944,781.41284
"426","Falkland Islands","FLK",1945,662.803
"427","Falkland Islands","FLK",1946,786.5579
"428","Falkland Islands","FLK",1947,694.4586
"429","Falkland Islands","FLK",1948,681.6216
"430","Falkland Islands","FLK",1949,752.3322
"431","Falkland Islands","FLK",1950,707.9109
"432","Falkland Islands","FLK",1951,712.2911
"433","Falkland Islands","FLK",1952,627.72815
"434","Falkland Islands","FLK",1953,733.92365
"435","Falkland Islands","FLK",1954,771.6351
"436","Falkland Islands","FLK",1955,566.9252
"437","Falkland Islands","FLK",1956,672.14734
"438","Falkland Islands","FLK",1957,662.52423
"439","Falkland Islands","FLK",1958,578.2928
"440","Falkland Islands","FLK",1959,669.2052
"441","Falkland Islands","FLK",1960,503.69537
"442","Falkland Islands","FLK",1961,705.89667
"443","Falkland Islands","FLK",1962,516.7937
"444","Falkland Islands","FLK",1963,586.1385
"445","Falkland Islands","FLK",1964,590.84546
"446","Falkland Islands","FLK",1965,577.98615
"447","Falkland Islands","FLK",1966,589.39844
"448","Falkland Islands","FLK",1967,575.0354
"449","Falkland Islands","FLK",1968,570.92865
"450","Falkland Islands","FLK",1969,663.96295
"451","Falkland Islands","FLK",1970,620.65546
"452","Falkland Islands","FLK",1971,642.40234
"453","Falkland Islands","FLK",1972,614.1763
"454","Falkland Islands","FLK",1973,653.2897
"455","Falkland Islands","FLK",1974,605.3251
"456","Falkland Islands","FLK",1975,649.96185
"457","Falkland Islands","FLK",1976,696.69946
"458","Falkland Islands","FLK",1977,607.97906
"459","Falkland Islands","FLK",1978,654.26746
"460","Falkland Islands","FLK",1979,625.7606
"461","Falkland Islands","FLK",1980,795.03723
"462","Falkland Islands","FLK",1981,772.8484
"463","Falkland Islands","FLK",1982,656.8653
"464","Falkland Islands","FLK",1983,585.1006
"465","Falkland Islands","FLK",1984,660.67834
"466","Falkland Islands","FLK",1985,611.5762
"467","Falkland Islands","FLK",1986,632.2404
"468","Falkland Islands","FLK",1987,580.34607
"469","Falkland Islands","FLK",1988,584.463
"470","Falkland Islands","FLK",1989,545.5069
"471","Falkland Islands","FLK",1990,708.9652
"472","Falkland Islands","FLK",1991,589.0467
"473","Falkland Islands","FLK",1992,556.4083
"474","Falkland Islands","FLK",1993,549.3811
"475","Falkland Islands","FLK",1994,589.79596
"476","Falkland Islands","FLK",1995,632.61304
"477","Falkland Islands","FLK",1996,584.7507
"478","Falkland Islands","FLK",1997,725.7841
"479","Falkland Islands","FLK",1998,586.5504
"480","Falkland Islands","FLK",1999,591.37964
"481","Falkland Islands","FLK",2000,734.5978
"482","Falkland Islands","FLK",2001,481.88873
"483","Falkland Islands","FLK",2002,713.4659
"484","Falkland Islands","FLK",2003,761.6281
"485","Falkland Islands","FLK",2004,569.98956
"486","Falkland Islands","FLK",2005,600.6849
"487","Falkland Islands","FLK",2006,691.2159
"488","Falkland Islands","FLK",2007,633.70514
"489","Falkland Islands","FLK",2008,613.0946
"490","Falkland Islands","FLK",2009,747.31506
"491","Falkland Islands","FLK",2010,607.5711
"492","Falkland Islands","FLK",2011,528.94135
"493","Falkland Islands","FLK",2012,627.6923
"494","Falkland Islands","FLK",2013,586.9602
"495","Falkland Islands","FLK",2014,691.0624
"496","Falkland Islands","FLK",2015,652.412
"497","Falkland Islands","FLK",2016,461.88403
"498","Falkland Islands","FLK",2017,706.88074
"499","Falkland Islands","FLK",2018,514.3457
"500","Falkland Islands","FLK",2019,693.60547
"501","Falkland Islands","FLK",2020,612.7192
"502","Falkland Islands","FLK",2021,467.0673
"503","Falkland Islands","FLK",2022,523.4357
"504","Falkland Islands","FLK",2023,555.2366
"505","Faroe Islands","FRO",1940,899.56116
"506","Faroe Islands","FRO",1941,815.08276
"507","Faroe Islands","FRO",1942,1071.3121
"508","Faroe Islands","FRO",1943,1211.3619
"509","Faroe Islands","FRO",1944,1104.2861
"510","Faroe Islands","FRO",1945,968.1116
"511","Faroe Islands","FRO",1946,1022.84485
"512","Faroe Islands","FRO",1947,975.2373
"513","Faroe Islands","FRO",1948,1034.6677
"514","Faroe Islands","FRO",1949,1200.0388
"515","Faroe Islands","FRO",1950,1075.1833
"516","Faroe Islands","FRO",1951,1084.8833
"517","Faroe Islands","FRO",1952,962.4817
"518","Faroe Islands","FRO",1953,1124.2998
"519","Faroe Islands","FRO",1954,1099.9072
"520","Faroe Islands","FRO",1955,839.29694
"521","Faroe Islands","FRO",1956,968.05457
"522","Faroe Islands","FRO",1957,1081.7675
